F,K,vol,T,pv_p,pv,bp_error,delta_p,delta,vega_p,vega 
4.252666139004906976e-02,1.447777242270652763e-02,1.059963027769748184e-02,3.317480804653287763e+00,2.853914215757541104e-02,2.867834862808950336e-02,1.392064705140923175e+00,9.824816303849210897e-01,9.268672780542316358e-01,1.472997502477488459e-02,2.529098834818684360e-01
2.334848055176415305e-02,3.022919546375892053e-02,1.162315367907315947e-02,7.247743480212366363e-01,1.376729347258720624e-03,1.424971309867028657e-03,4.824196260830803107e-01,2.663202214860094230e-01,2.434156269025744557e-01,1.404288707494709583e-02,2.666956773779241563e-01
4.687228463058885214e-02,2.417614283512614648e-02,7.492059880209744199e-03,4.427926954446519403e+00,2.312499391737607782e-02,2.322559088582740183e-02,1.005969684513240203e+00,9.689214984720394552e-01,9.250137981281689736e-01,1.742815900062640727e-02,2.978281802905850539e-01
3.809013433757194034e-02,3.185313030525382949e-02,1.099407261166443495e-02,2.771990421398919935e+00,1.077626154239196346e-02,1.084074326492905083e-02,6.448172253708737145e-01,6.587174984966160940e-01,6.333498783511271046e-01,3.586801873534051915e-02,6.267502283434254196e-01
2.131785912040941311e-02,1.441607805208683889e-02,9.453622717464318925e-03,3.727723708185204377e+00,1.118128615625344109e-02,1.124700569694823092e-02,6.571954069478982419e-01,6.725166160801583359e-01,6.473329625982255919e-01,4.027967417743454071e-02,7.171066070008117466e-01
-8.703794770909493300e-04,-3.643539319634191836e-03,7.077028520784432904e-03,1.458731405944948545e+00,5.043464401294641720e-03,4.974447047328679934e-03,6.901735396596178074e-01,6.880962010924683847e-01,6.271980662828094966e-01,2.469715092599388678e-02,4.571306371157352610e-01
3.075722156649679517e-02,-2.560981545864952566e-03,1.260125023831715641e-03,2.392575237937716981e+00,3.308924462402029060e-02,3.331820311236174947e-02,2.289584883414588656e+00,1.038314518954120969e+00,1.000000000000000000e+00,6.755133196622458737e-03,2.194683641180094633e-64
-3.428210595186813141e-03,2.912282760469681042e-02,9.816708620081618375e-03,3.701865055849975050e+00,1.342535297563641052e-04,3.261872215317934242e-04,1.919336917754293159e+00,3.080988285936026028e-02,4.240718811385687376e-02,6.715152358821090302e-03,1.738449502600608043e-01
1.814049817694648320e-02,1.392529437773371535e-02,1.265161713427002607e-02,4.450882077368591538e+00,1.288335313835912120e-02,1.288838369779978128e-02,5.030559440660081760e-02,5.709324170324524550e-01,5.627418513136053235e-01,4.559594901702122144e-02,8.312227596328868318e-01
-3.801210181226379568e-03,2.210931113298265915e-03,1.054372796857591232e-03,2.237119940174115140e-01,2.274229375383532317e-05,3.696187184350722938e-38,2.274229375383532425e-01,1.680268461874409591e-02,9.055758759087878463e-34,5.781621209829427514e-04,5.198741855875482778e-33
2.810088151635072029e-02,1.363176571973302546e-02,6.487771700069372947e-03,4.480606712759816368e+00,1.548276900101554394e-02,1.550117650633603579e-02,1.840750532049184596e-01,8.835640161891606947e-01,8.539682103610576336e-01,2.779243686119342929e-02,4.847599036134216388e-01
1.885460961293185939e-03,-2.665077896186322272e-03,4.608174235858678545e-03,3.637565145017465529e+00,6.260739894478502959e-03,6.241278568857545547e-03,1.946132562095741203e-01,7.317605442496663004e-01,6.976871559538931900e-01,3.668702472774180989e-02,6.654318822112847975e-01
8.403262257153687118e-03,3.346903472994888773e-02,1.244641933736448727e-02,9.681546703805006537e-02,1.180211173162754970e-06,2.762351257104051089e-14,1.180211145539242397e-02,5.468957242653984564e-04,4.823421088819079681e-11,4.365501348981554170e-05,9.935799482400461249e-11
4.042853276895391063e-02,4.112407186181246677e-02,1.240473412633532127e-02,2.986921319852437584e+00,8.157633438454967717e-03,8.209552895425163005e-03,5.191945697019528794e-01,5.053641137969066000e-01,4.870593504049681166e-01,4.116662071371900850e-02,6.891176890301885516e-01
4.805135570331411227e-02,-2.019775446841065580e-03,5.711240435967605139e-03,2.486734145470693935e+00,4.978521576156230005e-02,5.007113117082806486e-02,2.859154092657647972e+00,1.033465079952697430e+00,9.999999864790625193e-01,-3.782111334197940807e-04,1.221593669125404701e-07
2.350214099452756916e-02,2.144268028443657714e-02,1.303463836585191590e-02,4.595963039947574380e+00,1.226486125542060844e-02,1.220800189286816960e-02,5.685936255243884130e-01,5.350572416703579526e-01,5.293753677496901844e-01,4.680198419313939123e-02,8.529407422014871898e-01
1.745931017186658218e-02,3.287137525337571059e-02,1.433413166180204368e-02,2.014560228992236801e-01,1.265313764288558446e-04,1.774042108598207514e-05,1.087909553428737741e+00,3.770769346422794821e-02,8.298464817990659770e-03,1.896648294334276263e-03,1.016014812571903667e-02
4.378057006406679830e-02,3.138458376216475554e-02,1.202478749204546199e-02,4.388151079018558498e+00,1.730827136430944033e-02,1.743995749552712179e-02,1.316861312176814680e+00,7.104175076132610567e-01,6.886794893357911507e-01,4.065402560161592710e-02,7.403952864205930462e-01
6.958372985936189456e-03,-4.717225526809616133e-03,1.415906300363025533e-02,9.027428349878885427e-01,1.322695865353025815e-02,1.310807341610996726e-02,1.188852374202908901e+00,8.513531795782562916e-01,8.072715900510276654e-01,1.681830800276230831e-02,2.600945019443756667e-01
4.683439216500913382e-02,-9.918591602952981853e-03,1.047793148256846718e-02,4.448038276300544602e+00,5.660701410122374877e-02,5.678876464519174577e-02,1.817505439679969914e+00,9.803733071058979842e-01,9.948885961907674158e-01,2.370844337969786261e-03,3.110044145532282062e-02
3.234917412462460368e-03,1.242104594548444803e-02,1.413801207022176779e-02,6.310774420704837739e-01,1.181037911740674511e-03,1.307998219846761125e-03,1.269603081060866057e+00,2.224593677261728075e-01,2.067057291990468670e-01,1.078528021120141699e-02,2.268228093775378762e-01
3.702777554959073292e-02,9.223680620013456968e-03,8.305186016140910649e-03,1.758782509917905301e+00,2.766750363509295693e-02,2.782455830107675304e-02,1.570546659837961156e+00,1.030855721246723755e+00,9.942047373349386374e-01,1.780039212559142783e-03,2.186530252636711621e-02
4.145569114646999176e-02,2.062712658810729460e-03,8.246713927973541025e-03,1.110450991400913523e+00,3.920665490290764499e-02,3.939298361750275673e-02,1.863287145951117552e+00,1.047659195267777399e+00,9.999970927645634999e-01,1.336143203279443548e-03,1.450935579168957353e-05
1.104520983633910068e-02,-1.612926697268072043e-03,9.065941329235233798e-03,3.490720837810877164e+00,1.478391177060407562e-02,1.489023878505327768e-02,1.063270144492020730e+00,8.011239047598264218e-01,7.725610020327566829e-01,3.061576256135870727e-02,5.637645287092789559e-01
4.776709871359190868e-02,2.652661062313149687e-02,1.299081995131970077e-02,4.437971014855079055e+00,2.447238433283253564e-02,2.467086651068021996e-02,1.984821778476843157e+00,8.227481677670833715e-01,7.811645314563933074e-01,3.215724610279503681e-02,6.218661034379078245e-01
1.440692304276699164e-02,2.026225689488145992e-02,1.109781959200368401e-02,2.362766713366251548e+00,4.147800909013370750e-03,4.274812604847252374e-03,1.270116958338816326e+00,4.055161997500236759e-01,3.657072670582131035e-01,3.555386515822002436e-02,5.781451655819405122e-01
2.677132001712997228e-02,2.342377001498534977e-02,5.377360675469687427e-03,3.599515850182423815e+00,5.944961357961751729e-03,5.960994875836144770e-03,1.603351787439304121e-01,6.729380350390210541e-01,6.285904356535136905e-01,3.870757324281984268e-02,7.172211786369093733e-01
1.816501898536278942e-02,1.414795757508740918e-02,1.427122962022657482e-02,3.925334806059810777e+00,1.329202445671572377e-02,1.340219873998856406e-02,1.101742832728402899e+00,5.602993404013677514e-01,5.564884624691804893e-01,4.207211113101170380e-02,7.824658918187074041e-01
1.786690278967285189e-02,4.516336111533144487e-02,7.597317100595462648e-03,4.145878845761552078e+00,9.227410013341237637e-05,2.413105272406111201e-04,1.490364271071987545e+00,2.457574454044402640e-02,3.881842236328660045e-02,5.321575435112361335e-03,1.712336023786494577e-01
8.973854969587935840e-03,1.201663825695424397e-02,2.262579556956845032e-03,1.507518037387743093e-01,2.125531292980145518e-04,5.932829579458808673e-08,2.124938010022199730e+00,1.195202373352439174e-01,2.664346518589389692e-04,3.366961634780223523e-03,3.845306561579715505e-04
1.742192202433714976e-02,4.517720676689707809e-02,1.241033637115239452e-02,4.720375080894915421e+00,2.164328003705256673e-03,2.123576353638222721e-03,4.075165006703395099e-01,1.792130483142224395e-01,1.516515995464117472e-01,3.635797959304361282e-02,5.102770377307276339e-01
-3.051975030755866777e-03,4.471587317394630501e-02,1.743090569426519916e-03,1.369648745217907804e+00,0.000000000000000000e+00,1.277092607267568072e-125,1.277092607267568084e-121,3.944735450516578968e-16,1.471233764065855300e-121,5.188591723036350822e-17,4.039112000899679859e-120
-7.656291088000888659e-03,2.005435359297829540e-02,1.095378330872691375e-02,1.690033831471231818e-01,1.275875017924560804e-07,2.639970944633590905e-13,1.275872377953616047e-03,6.960624709148298677e-05,3.785309926265195606e-10,6.808871276569427778e-06,9.817005347648220428e-10
1.084826747799069908e-02,2.769396828322998050e-02,7.807504305907414684e-03,2.519409256932365171e+00,2.840699123384376741e-04,4.966697330687585123e-04,2.125998207303208432e+00,7.318189536272980134e-02,8.701973780537800018e-02,1.030280213060761133e-02,2.513707483713553126e-01
2.908000646985644394e-02,1.281257239280334838e-02,1.477370209550375518e-03,3.741153600053048200e-01,1.643651499654239651e-02,1.626743407705309730e-02,1.690809194892992195e+00,1.060602929311167841e+00,1.000000000000000000e+00,7.577593524111896767e-03,1.032915856125192147e-71
3.063619206963546365e-02,2.986966224756913355e-03,2.846127823822694903e-03,2.956969677592410140e+00,2.762903862945657180e-02,2.764922585147040063e-02,2.018722201382883163e-01,1.044650637097730872e+00,9.999999919512730928e-01,-1.245012846820790775e-03,8.050689498799034052e-08
9.849640164154479724e-03,4.435941767689307452e-02,2.199127885711804620e-03,3.801345746435958350e+00,1.457220588066261833e-10,2.165706068927133280e-19,1.457220585900555715e-06,9.965926340492838228e-08,4.185647883939666292e-16,1.863753308295526479e-08,6.666801155263214455e-15
1.345505696265698013e-02,-3.357338968324973666e-03,1.122136764759622610e-02,3.346204137436426862e+00,1.900412730301615991e-02,1.919812291580366356e-02,1.939956127875036573e+00,8.271715530567768093e-01,7.936195430922780014e-01,2.811366977319421784e-02,5.218149090788964939e-01
7.861434722346601414e-03,6.630887892407630671e-03,9.590610491654716352e-03,2.284622958813023796e+00,6.402007571236688517e-03,6.419235739949621239e-03,1.722816871293272323e-01,5.816227680278515111e-01,5.338246537108155554e-01,3.475992339697370204e-02,6.008313557928994797e-01
2.468659059305381570e-02,4.961546799642663208e-02,1.335473379031536928e-02,1.731532616697147586e-01,3.413380145936332328e-06,4.132538906093738596e-09,3.409247607030238547e-02,1.423464561124152504e-03,3.629889296180807542e-06,1.075552335541917566e-04,7.085248245608485533e-06
-6.734094447367786410e-03,-8.811695749762879851e-03,6.934052981816735996e-03,4.436567206313405620e+00,6.922512419110191453e-03,6.924327253542972294e-03,1.814834432780840223e-02,5.909424990283904666e-01,5.565586329248782826e-01,4.763226397787524019e-02,8.318396654949958835e-01
4.576139735921547907e-02,1.193290626223398286e-02,3.427983896886447387e-03,2.732787167686780982e+00,3.372519647027425599e-02,3.382849109805482340e-02,1.032946277805674162e+00,1.036315536883571475e+00,9.999999988103911441e-01,-8.588201042692599407e-04,1.205256708686640486e-08
-9.945678723872718174e-04,1.408467152309007993e-02,2.560079113806982762e-03,3.548291984907920305e-01,9.485580526969957177e-08,3.542016737045720491e-27,9.485580526969957004e-04,7.890130790749599074e-05,2.342329385802115513e-23,5.298755391822084920e-06,1.393501748945005515e-22
3.660765356165254780e-02,4.112011511276999348e-02,9.748287120708829662e-03,2.920782778544555480e+00,4.454632646334379283e-03,4.632510538494208699e-03,1.778778921598294094e+00,4.268246719168203862e-01,3.932515862899628734e-01,4.017654725426995227e-02,6.572481013544186901e-01
2.087064140342562851e-02,2.332668389555020427e-02,1.207371181036888050e-02,4.688767126543405439e+00,9.415731031893406419e-03,9.247870056010817560e-03,1.678609758825888587e+00,4.722233999822016970e-01,4.625771049851304939e-01,4.937169036901974117e-02,8.600486117964589727e-01
-3.575887192341122012e-04,1.903460819570104018e-02,9.825884675941261304e-03,2.809368886812615429e+00,6.753117176322880662e-04,9.674801567444858263e-04,2.921684391121977420e+00,1.203136625417814548e-01,1.195033794968824725e-01,1.832006459502614343e-02,3.343122102777559834e-01
4.359182307518273680e-02,6.730333106577805410e-03,1.399957845175362273e-02,6.990969197030808546e-01,3.690235294988881282e-02,3.686410573485617015e-02,3.824721503264266742e-01,1.057300339627150088e+00,9.991811857901100602e-01,1.886689433529569219e-03,2.342818974747568235e-03
3.414076125267901524e-02,5.324708417490588153e-03,1.311687706039423376e-02,1.640311998452244957e+00,2.914296251194413781e-02,2.911200324060395084e-02,3.095927134018697235e-01,1.001783549459720701e+00,9.568551431612537517e-01,8.865389889024450840e-03,1.173461390665208465e-01
1.052783074684898561e-02,2.937056248700001260e-02,6.439636586335378138e-03,1.529237081936186016e+00,1.075438699558324936e-05,2.397761826011138520e-05,1.322323126452813469e-01,5.094760987733980805e-03,8.986706816846299489e-03,6.242880036202334230e-04,3.001904244837846555e-02
1.548489336148873956e-02,1.036730477621883827e-02,1.143671288137558875e-02,1.516986563678782707e+00,8.642078255048864927e-03,8.545193588891350153e-03,9.688466615751477606e-01,6.907310971506787078e-01,6.418120669824644020e-01,2.651587921880227058e-02,4.599803750936399815e-01
3.964154184793185209e-02,4.806079457955567819e-02,3.431070749191512254e-03,4.274374570322367006e+00,4.740817325326112329e-04,4.087943781259515872e-04,6.528735440665964784e-01,1.349678600048575261e-01,1.176370620589993893e-01,1.586901289658539799e-02,4.078057948924806442e-01
-7.592997719603714057e-03,-9.960514790060085236e-03,1.183125133084114364e-02,1.566606084502661256e+00,7.155653145122827484e-03,7.166829811770654597e-03,1.117666664782711317e-01,6.172420189342446850e-01,5.635105155040036617e-01,2.812493023356698457e-02,4.929917287555904970e-01
3.971963258824229293e-02,3.407340959116850199e-02,4.847553790668909790e-03,1.832949567814083025e+00,6.542313818727885089e-03,6.354668935847893919e-03,1.876448828799911706e+00,8.508642767897492964e-01,8.051937259154592352e-01,2.019737444768375176e-02,3.730470421938238967e-01
2.466711254107611245e-02,2.382144826306196311e-03,1.489998331654372038e-02,9.177694196947294714e-01,2.277695749082221319e-02,2.264829282841878538e-02,1.286646624034277986e+00,9.778697654385769544e-01,9.407620941277299309e-01,9.518896895365594815e-03,1.129826723788228821e-01
2.414048647468664682e-02,3.958330404556425347e-02,8.953126431653562339e-03,1.994187692198555295e+00,4.353718324163223302e-04,6.786962695141694540e-04,2.433244370978471238e+00,1.021739364944482531e-01,1.109615072745386011e-01,1.233209650136786462e-02,2.671976769239758354e-01
3.765064042201751032e-02,1.020199240415375734e-02,1.186024602788812721e-03,2.062400393011832200e+00,2.727773428392899976e-02,2.744864801786374778e-02,1.709137339347480022e+00,1.021271726332630525e+00,1.000000000000000000e+00,8.791921938263266845e-03,2.310537922421940583e-57
4.625273186055472996e-02,2.121604894392562640e-02,7.810561689900727411e-03,2.468376571390221041e+00,2.495848261216904174e-02,2.513015360263513853e-02,1.716709904660967956e+00,1.013702037560592073e+00,9.793385531757512474e-01,4.242126113882832561e-03,7.819729271625640299e-02
-4.302696718378797372e-03,8.978170678083255071e-03,1.198499001045765996e-02,2.522367327246572533e+00,2.515563488399557950e-03,2.730130751181798071e-03,2.145672627822401424e+00,2.735730718269966943e-01,2.426744376677212878e-01,3.115145732799057265e-02,4.967094484987790715e-01
-1.143501057747742244e-03,6.877128444458530457e-03,9.009014982607845001e-03,2.640741486571999364e+00,2.449380865897381708e-03,2.685416064948750303e-03,2.360351990513685827e+00,3.253737903546365939e-01,2.918946206862249038e-01,3.356469146029357475e-02,5.579516385380617338e-01
2.270824737897921691e-02,1.844181820820164214e-02,5.289837797446812935e-03,4.402174126186274572e-01,4.394470863533447152e-03,4.457119087372092038e-03,6.264822383864488975e-01,8.403854406298933988e-01,8.879302046866834885e-01,1.010085458252520281e-02,1.264363457051818074e-01
1.988302635490833692e-02,3.964568363749592858e-03,8.305219409361904587e-03,4.933960304626332949e+00,1.794943109353521957e-02,1.790066013671536352e-02,4.877095681985604836e-01,8.368322181869499721e-01,8.058991811020794760e-01,3.468021420448995362e-02,6.106988421660932698e-01
1.430517430296045396e-02,2.023234575711108096e-02,7.254361174964477771e-03,5.564192606505735661e-02,2.310712044406168985e-04,1.155239767767730350e-07,2.309556804638400962e+00,9.407527762749307021e-02,2.663451430329421784e-04,4.005343244558045440e-03,2.335419018507290572e-04
2.377676294332095597e-02,4.050168047876578914e-02,1.061617263122898586e-02,2.784257263964037499e+00,1.349880824779964078e-03,1.639641956054952495e-03,2.897611312749884149e+00,1.874393054477913600e-01,1.725463148496197141e-01,2.628173009525790541e-02,4.262802612730167695e-01
4.879521017814561490e-02,-2.080971941018487995e-03,7.086999571368002467e-03,2.480090845415718448e+00,5.058703489473767578e-02,5.087618792993810896e-02,2.891530352004331839e+00,1.029090762339109011e+00,9.999974235172892634e-01,1.272889330061388082e-03,1.931598503096072290e-05
1.063755792366436782e-02,1.439739605819365977e-02,1.060773868855158925e-02,3.580997571317014461e-01,1.367876322403296192e-03,1.084166298001082050e-03,2.837100244022141560e+00,3.041319152885496035e-01,2.768236755794549753e-01,1.123302539729790182e-02,2.003234216429809755e-01
